cluster_a,edad,sexo,remuneracion_c_remunerado,remuneracion_c_no_remunerado,remuneracion_c_indeterminado,remuneracion_p_remunerado,remuneracion_p_no_remunerado,remuneracion_p_indeterminado,escolaridad_c_no_escolaridad,escolaridad_c_basico,escolaridad_c_avanzado,escolaridad_c_indeterminado,escolaridad_p_no_escolaridad,escolaridad_p_basico,escolaridad_p_avanzado,escolaridad_p_indeterminado,salud_c_atencion_formal,salud_c_atencion_no_formal,salud_c_atencion_indeterminado,salud_p_atencion_formal,salud_p_atencion_no_formal,salud_p_atencion_indeterminado,pareja_c_si,pareja_c_no,pareja_c_indeterminado,pareja_p_si,pareja_p_no,pareja_p_indeterminado,hijos_c_0,hijos_c_1,hijos_c_2,hijos_c_3_o_mas,hijos_p_0,hijos_p_1,hijos_p_2,hijos_p_3_o_mas,inmigracion1_c_no,inmigracion1_c_si,inmigracion1_c_indeterminado,inmigracion1_p_no,inmigracion1_p_si,inmigracion1_p_indeterminado,inmigracion5_c_no,inmigracion5_c_si,inmigracion5_c_indeterminado,inmigracion5_p_no,inmigracion5_p_si,inmigracion5_p_indeterminado,remuneracion_x_pareja_c_remunerado_x_si,remuneracion_x_pareja_c_no_remunerado_x_si,remuneracion_x_pareja_c_remunerado_x_no,remuneracion_x_pareja_c_no_remunerado_x_no,remuneracion_dado_pareja_p_remunerado_dado_si,remuneracion_dado_pareja_p_no_remunerado_dado_si,remuneracion_dado_pareja_p_remunerado_dado_no,remuneracion_dado_pareja_p_no_remunerado_dado_no,escolaridad_x_hijos_c_no_escolaridad_x_0,escolaridad_x_hijos_c_basico_x_0,escolaridad_x_hijos_c_avanzado_x_0,escolaridad_x_hijos_c_no_escolaridad_x_1,escolaridad_x_hijos_c_basico_x_1,escolaridad_x_hijos_c_avanzado_x_1,escolaridad_x_hijos_c_no_escolaridad_x_2,escolaridad_x_hijos_c_basico_x_2,escolaridad_x_hijos_c_avanzado_x_2,escolaridad_x_hijos_c_no_escolaridad_x_3_o_mas,escolaridad_x_hijos_c_basico_x_3_o_mas,escolaridad_x_hijos_c_avanzado_x_3_o_mas,escolaridad_dado_hijos_p_no_escolaridad_dado_0,escolaridad_dado_hijos_p_basico_dado_0,escolaridad_dado_hijos_p_avanzado_dado_0,escolaridad_dado_hijos_p_no_escolaridad_dado_1,escolaridad_dado_hijos_p_basico_dado_1,escolaridad_dado_hijos_p_avanzado_dado_1,escolaridad_dado_hijos_p_no_escolaridad_dado_2,escolaridad_dado_hijos_p_basico_dado_2,escolaridad_dado_hijos_p_avanzado_dado_2,escolaridad_dado_hijos_p_no_escolaridad_dado_3_o_mas,escolaridad_dado_hijos_p_basico_dado_3_o_mas,escolaridad_dado_hijos_p_avanzado_dado_3_o_mas,remuneracion_x_escolaridad_c_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_no_remunerado_x_no_escolaridad,remuneracion_x_escolaridad_c_remunerado_x_basico,remuneracion_x_escolaridad_c_no_remunerado_x_basico,remuneracion_x_escolaridad_c_remunerado_x_avanzado,remuneracion_x_escolaridad_c_no_remunerado_x_avanzado,remuneracion_dado_escolaridad_p_remunerado_dado_no_escolaridad,remuneracion_dado_escolaridad_p_no_remunerado_dado_no_escolarid,remuneracion_dado_escolaridad_p_remunerado_dado_basico,remuneracion_dado_escolaridad_p_no_remunerado_dado_basico,remuneracion_dado_escolaridad_p_remunerado_dado_avanzado,remuneracion_dado_escolaridad_p_no_remunerado_dado_avanzado,salud_x_escolaridad_c_atencion_formal_x_no_escolaridad,salud_x_escolaridad_c_atencion_no_formal_x_no_escolaridad,salud_x_escolaridad_c_atencion_formal_x_basico,salud_x_escolaridad_c_atencion_no_formal_x_basico,salud_x_escolaridad_c_atencion_formal_x_avanzado,salud_x_escolaridad_c_atencion_no_formal_x_avanzado,salud_dado_escolaridad_p_atencion_formal_dado_no_escolaridad,salud_dado_escolaridad_p_atencion_no_formal_dado_no_escolaridad,salud_dado_escolaridad_p_atencion_formal_dado_basico,salud_dado_escolaridad_p_atencion_no_formal_dado_basico,salud_dado_escolaridad_p_atencion_formal_dado_avanzado,salud_dado_escolaridad_p_atencion_no_formal_dado_avanzado,poblacion_total
1,12,M,29303,82977,1816,0.26,0.73,0.02,22065,79929,10523,1579,0.19,0.7,0.09,0.01,14475,2443,97178,0.13,0.02,0.85,72857,39996,1243,0.64,0.35,0.01,13660,7035,13670,79731,0.12,0.06,0.12,0.7,111327,1634,1135,0.98,0.01,0.01,107505,5459,1132,0.94,0.05,0.01,15502,57052,13773,25826,0.21,0.78,0.34,0.65,2808,8168,1559,837,4701,1471,1395,9593,2633,17025,57467,4860,0.21,0.6,0.11,0.12,0.67,0.21,0.1,0.7,0.19,0.21,0.72,0.06,3515,18266,18090,61422,7548,2928,0.16,0.83,0.23,0.77,0.72,0.28,1354,156,1354,156,1354,156,0.06,0.01,0.02,0,0.13,0.01,114096
1,13,H,67169,22575,2497,0.73,0.24,0.03,25288,59998,5983,972,0.27,0.65,0.06,0.01,9044,2201,80996,0.1,0.02,0.88,67378,24160,703,0.73,0.26,0.01,92241,0,0,0,1,0,0,0,90151,1296,794,0.98,0.01,0.01,86939,4505,797,0.94,0.05,0.01,50812,15359,16311,7186,0.75,0.23,0.68,0.3,25288,59998,5983,0,0,0,0,0,0,0,0,0,0.27,0.65,0.06,0,0,0,0,0,0,0,0,0,18010,6567,43978,14864,4931,1008,0.71,0.26,0.73,0.25,0.82,0.17,621,61,621,61,621,61,0.02,0,0.01,0,0.1,0.01,92241
1,13,M,18953,67530,1634,0.22,0.77,0.02,22387,57827,6749,1154,0.25,0.66,0.08,0.01,12022,1885,74210,0.14,0.02,0.84,51751,35480,886,0.59,0.4,0.01,10654,4927,8336,64200,0.12,0.06,0.09,0.73,86220,1125,772,0.98,0.01,0.01,83612,3710,795,0.95,0.04,0.01,9022,42385,9904,25068,0.17,0.82,0.28,0.71,2747,6056,1063,818,3219,873,1200,5640,1469,17622,42912,3344,0.26,0.57,0.1,0.17,0.65,0.18,0.14,0.68,0.18,0.27,0.67,0.05,2799,19223,11041,46303,5016,1697,0.13,0.86,0.19,0.8,0.74,0.25,874,96,874,96,874,96,0.04,0,0.02,0,0.13,0.01,88117
1,14,H,49178,21200,2576,0.67,0.29,0.04,23619,45226,3438,671,0.32,0.62,0.05,0.01,8662,1636,62656,0.12,0.02,0.86,52446,20109,399,0.72,0.28,0.01,72954,0,0,0,1,0,0,0,71590,940,424,0.98,0.01,0.01,69356,3182,416,0.95,0.04,0.01,36530,14462,12618,6716,0.7,0.28,0.63,0.33,23619,45226,3438,0,0,0,0,0,0,0,0,0,0.32,0.62,0.05,0,0,0,0,0,0,0,0,0,15416,7260,30672,13284,2872,533,0.65,0.31,0.68,0.29,0.84,0.16,355,44,355,44,355,44,0.02,0,0.01,0,0.1,0.01,72954
1,14,M,11378,55895,1597,0.17,0.81,0.02,21640,43040,3366,824,0.31,0.62,0.05,0.01,10572,1605,56693,0.15,0.02,0.82,37046,31256,568,0.54,0.45,0.01,8429,3197,4943,52301,0.12,0.05,0.07,0.76,67609,754,507,0.98,0.01,0.01,66013,2347,510,0.96,0.03,0.01,4978,31695,6385,24145,0.13,0.86,0.2,0.77,2561,4668,676,705,2101,377,938,3383,605,17436,32888,1708,0.3,0.55,0.08,0.22,0.66,0.12,0.19,0.68,0.12,0.33,0.63,0.03,2167,18988,6615,35820,2525,814,0.1,0.88,0.15,0.83,0.75,0.24,416,38,416,38,416,38,0.02,0,0.01,0,0.12,0.01,68870
1,15,H,30740,19450,3126,0.58,0.36,0.06,20225,30974,1620,497,0.38,0.58,0.03,0.01,7229,1273,44814,0.14,0.02,0.84,36732,16284,300,0.69,0.31,0.01,53316,0,0,0,1,0,0,0,52424,550,342,0.98,0.01,0.01,51072,1919,325,0.96,0.04,0.01,22244,12677,8477,6757,0.61,0.35,0.52,0.41,20225,30974,1620,0,0,0,0,0,0,0,0,0,0.38,0.58,0.03,0,0,0,0,0,0,0,0,0,10973,7889,18311,11160,1326,277,0.54,0.39,0.59,0.36,0.82,0.17,203,15,203,15,203,15,0.01,0,0.01,0,0.13,0.01,53316
1,15,M,5474,42299,1775,0.11,0.85,0.04,18571,29010,1450,517,0.37,0.59,0.03,0.01,8359,1221,39968,0.17,0.02,0.81,23338,25893,317,0.47,0.52,0.01,6023,2043,2852,38630,0.12,0.04,0.06,0.78,48810,426,312,0.99,0.01,0.01,47794,1444,310,0.96,0.03,0.01,2059,20770,3407,21493,0.09,0.89,0.13,0.83,2223,3194,314,598,1261,176,712,1922,204,15038,22633,756,0.37,0.53,0.05,0.29,0.62,0.09,0.25,0.67,0.07,0.39,0.59,0.02,1216,16602,3241,25042,978,446,0.07,0.89,0.11,0.86,0.67,0.31,197,22,197,22,197,22,0.01,0,0.01,0,0.14,0.02,49548
1,16,H,18138,18091,3791,0.45,0.45,0.09,18185,20766,667,402,0.45,0.52,0.02,0.01,6177,995,32848,0.15,0.02,0.82,25492,14284,244,0.64,0.36,0.01,40020,0,0,0,1,0,0,0,39322,382,316,0.98,0.01,0.01,38513,1196,311,0.96,0.03,0.01,12306,11129,5813,6953,0.48,0.44,0.41,0.49,18185,20766,667,0,0,0,0,0,0,0,0,0,0.45,0.52,0.02,0,0,0,0,0,0,0,0,0,7622,8597,9920,9250,502,146,0.42,0.47,0.48,0.45,0.75,0.22,95,11,95,11,95,11,0.01,0,0,0,0.14,0.02,40020
1,16,M,3175,33471,2306,0.08,0.86,0.06,17677,20327,566,382,0.45,0.52,0.01,0.01,7017,877,31058,0.18,0.02,0.8,15060,23657,235,0.39,0.61,0.01,4893,1466,1721,30872,0.13,0.04,0.04,0.79,38379,342,231,0.99,0.01,0.01,37679,1043,230,0.97,0.03,0.01,969,13483,2201,19949,0.06,0.9,0.09,0.84,2145,2393,155,547,862,49,604,1038,68,14381,16034,294,0.44,0.49,0.03,0.37,0.59,0.03,0.35,0.6,0.04,0.47,0.52,0.01,903,15575,1896,17534,350,193,0.05,0.88,0.09,0.86,0.62,0.34,88,6,88,6,88,6,0,0,0,0,0.16,0.01,38952
1,17,H,7464,13981,3644,0.3,0.56,0.15,12849,11701,248,291,0.51,0.47,0.01,0.01,4344,580,20165,0.17,0.02,0.8,14663,10280,146,0.58,0.41,0.01,25089,0,0,0,1,0,0,0,24660,197,232,0.98,0.01,0.01,24156,701,232,0.96,0.03,0.01,4796,7965,2662,6009,0.33,0.54,0.26,0.58,12849,11701,248,0,0,0,0,0,0,0,0,0,0.51,0.47,0.01,0,0,0,0,0,0,0,0,0,3331,7448,3898,6381,180,52,0.26,0.58,0.33,0.55,0.73,0.21,31,2,31,2,31,2,0,0,0,0,0.13,0.01,25089
1,17,M,1580,22041,2587,0.06,0.84,0.1,13191,12456,209,352,0.5,0.48,0.01,0.01,5019,588,20601,0.19,0.02,0.79,7383,18612,213,0.28,0.71,0.01,3734,917,995,20562,0.14,0.03,0.04,0.78,25797,198,213,0.98,0.01,0.01,25352,649,207,0.97,0.02,0.01,356,6505,1221,15503,0.05,0.88,0.07,0.83,1846,1639,62,403,489,16,407,557,23,10535,9771,108,0.49,0.44,0.02,0.44,0.53,0.02,0.41,0.56,0.02,0.51,0.48,0.01,479,11283,964,10524,122,79,0.04,0.86,0.08,0.84,0.58,0.38,31,3,31,3,31,3,0,0,0,0,0.15,0.01,26208
1,18,H,2650,7878,2224,0.21,0.62,0.17,7036,5438,124,154,0.55,0.43,0.01,0.01,2241,310,10201,0.18,0.02,0.8,6627,6046,79,0.52,0.47,0.01,12752,0,0,0,1,0,0,0,12508,95,149,0.98,0.01,0.01,12254,345,153,0.96,0.03,0.01,1541,4057,1108,3817,0.23,0.61,0.18,0.63,7036,5438,124,0,0,0,0,0,0,0,0,0,0.55,0.43,0.01,0,0,0,0,0,0,0,0,0,1224,4454,1333,3323,77,40,0.17,0.63,0.25,0.61,0.62,0.32,28,2,28,2,28,2,0,0,0.01,0,0.23,0.02,12752
1,18,M,752,11401,1909,0.05,0.81,0.14,7621,6133,97,211,0.54,0.44,0.01,0.02,2717,282,11063,0.19,0.02,0.79,2850,11082,130,0.2,0.79,0.01,2085,497,528,10952,0.15,0.04,0.04,0.78,13804,108,150,0.98,0.01,0.01,13544,363,155,0.96,0.03,0.01,161,2376,590,9012,0.06,0.83,0.05,0.81,1118,820,33,241,240,12,242,274,8,6020,4799,44,0.54,0.39,0.02,0.48,0.48,0.02,0.46,0.52,0.02,0.55,0.44,0,246,6259,448,5008,49,43,0.03,0.82,0.07,0.82,0.51,0.44,14,4,14,4,14,4,0,0,0,0,0.14,0.04,14062
1,19,H,764,3460,1128,0.14,0.65,0.21,3136,2107,35,74,0.59,0.39,0.01,0.01,897,117,4338,0.17,0.02,0.81,2370,2926,56,0.44,0.55,0.01,5352,0,0,0,1,0,0,0,5229,32,91,0.98,0.01,0.02,5114,144,94,0.96,0.03,0.02,408,1562,355,1896,0.17,0.66,0.12,0.65,3136,2107,35,0,0,0,0,0,0,0,0,0,0.59,0.39,0.01,0,0,0,0,0,0,0,0,0,327,2097,411,1334,21,9,0.1,0.67,0.2,0.63,0.6,0.26,3,0,3,0,3,0,0,0,0,0,0.09,0,5352
1,19,M,317,4608,1041,0.05,0.77,0.17,3343,2497,33,93,0.56,0.42,0.01,0.02,1091,133,4742,0.18,0.02,0.79,889,5015,62,0.15,0.84,0.01,855,233,233,4645,0.14,0.04,0.04,0.78,5843,47,76,0.98,0.01,0.01,5727,161,78,0.96,0.03,0.01,54,714,260,3886,0.06,0.8,0.05,0.77,462,330,12,115,112,4,113,114,5,2653,1941,12,0.54,0.39,0.01,0.49,0.48,0.02,0.48,0.49,0.02,0.57,0.42,0,98,2641,201,1912,13,17,0.03,0.79,0.08,0.77,0.39,0.52,2,1,2,1,2,1,0,0,0,0,0.06,0.03,5966
1,20,H,251,1013,345,0.16,0.63,0.21,926,635,24,24,0.58,0.39,0.01,0.01,241,24,1344,0.15,0.01,0.84,610,978,21,0.38,0.61,0.01,1609,0,0,0,1,0,0,0,1552,16,41,0.96,0.01,0.03,1524,43,42,0.95,0.03,0.03,135,356,116,656,0.22,0.58,0.12,0.67,926,635,24,0,0,0,0,0,0,0,0,0,0.58,0.39,0.01,0,0,0,0,0,0,0,0,0,83,615,156,385,10,8,0.09,0.66,0.25,0.61,0.42,0.33,0,0,0,0,0,0,0,0,0,0,0,0,1609
1,20,M,108,1491,359,0.06,0.76,0.18,1148,750,21,39,0.59,0.38,0.01,0.02,297,45,1616,0.15,0.02,0.83,256,1679,23,0.13,0.86,0.01,352,66,79,1461,0.18,0.03,0.04,0.75,1916,18,24,0.98,0.01,0.01,1879,56,23,0.96,0.03,0.01,28,195,80,1291,0.11,0.76,0.05,0.77,188,134,10,32,31,2,33,42,4,895,543,5,0.53,0.38,0.03,0.48,0.47,0.03,0.42,0.53,0.05,0.61,0.37,0,32,893,64,573,11,9,0.03,0.78,0.09,0.76,0.52,0.43,1,0,1,0,1,0,0,0,0,0,0.05,0,1958
1,21,H,279,327,97,0.4,0.47,0.14,307,349,26,21,0.44,0.5,0.04,0.03,70,18,615,0.1,0.03,0.87,324,362,17,0.46,0.51,0.02,703,0,0,0,1,0,0,0,666,28,9,0.95,0.04,0.01,628,59,16,0.89,0.08,0.02,191,112,88,215,0.59,0.35,0.24,0.59,307,349,26,0,0,0,0,0,0,0,0,0,0.44,0.5,0.04,0,0,0,0,0,0,0,0,0,74,174,185,140,19,7,0.24,0.57,0.53,0.4,0.73,0.27,0,0,0,0,0,0,0,0,0,0,0,0,703
1,21,M,83,586,112,0.11,0.75,0.14,374,340,39,28,0.48,0.44,0.05,0.04,93,12,676,0.12,0.02,0.87,227,531,23,0.29,0.68,0.03,183,51,47,500,0.23,0.07,0.06,0.64,741,26,14,0.95,0.03,0.02,705,61,15,0.9,0.08,0.02,37,176,46,406,0.16,0.78,0.09,0.76,60,83,22,21,24,6,15,30,1,278,203,10,0.33,0.45,0.12,0.41,0.47,0.12,0.32,0.64,0.02,0.56,0.41,0.02,16,297,47,259,18,21,0.04,0.79,0.14,0.76,0.46,0.54,2,1,2,1,2,1,0.01,0,0.01,0,0.05,0.03,781
2,1,H,0,0,57428,0,0,1,0,0,0,57428,0,0,0,1,3293,809,53326,0.06,0.01,0.93,0,0,57428,0,0,1,57428,0,0,0,1,0,0,0,42779,787,13862,0.74,0.01,0.24,0,0,57428,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57428
2,1,M,0,0,55892,0,0,1,0,0,0,55892,0,0,0,1,3005,790,52097,0.05,0.01,0.93,0,0,55892,0,0,1,55892,0,0,0,1,0,0,0,41331,748,13813,0.74,0.01,0.25,0,0,55892,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55892
2,2,H,0,0,63748,0,0,1,5485,52812,0,5451,0.09,0.83,0,0.09,2458,689,60601,0.04,0.01,0.95,0,0,63748,0,0,1,63748,0,0,0,1,0,0,0,58297,794,4657,0.91,0.01,0.07,55391,2153,6204,0.87,0.03,0.1,0,0,0,0,0,0,0,0,5485,52812,0,0,0,0,0,0,0,0,0,0,0.09,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63748
2,2,M,0,0,60945,0,0,1,5198,50649,0,5098,0.09,0.83,0,0.08,2351,668,57926,0.04,0.01,0.95,0,0,60945,0,0,1,60945,0,0,0,1,0,0,0,55873,732,4340,0.92,0.01,0.07,52942,2041,5962,0.87,0.03,0.1,0,0,0,0,0,0,0,0,5198,50649,0,0,0,0,0,0,0,0,0,0,0.09,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60945
2,3,H,1838,50519,8500,0.03,0.83,0.14,3074,55843,0,1940,0.05,0.92,0,0.03,2089,569,58199,0.03,0.01,0.96,2483,50935,7439,0.04,0.84,0.12,60857,0,0,0,1,0,0,0,54692,703,5462,0.9,0.01,0.09,53539,1902,5416,0.88,0.03,0.09,485,1873,1271,46949,0.2,0.75,0.02,0.92,3074,55843,0,0,0,0,0,0,0,0,0,0,0.05,0.92,0,0,0,0,0,0,0,0,0,0,389,2337,1346,47523,0,0,0.13,0.76,0.02,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60857
2,3,M,941,49094,8367,0.02,0.84,0.14,2836,53836,0,1730,0.05,0.92,0,0.03,2077,589,55736,0.04,0.01,0.95,2597,48602,7203,0.04,0.83,0.12,57696,363,122,221,0.99,0.01,0,0,52236,781,5385,0.89,0.01,0.09,51111,1943,5348,0.88,0.03,0.09,222,2263,670,45295,0.09,0.87,0.01,0.93,2774,53231,0,45,291,0,12,102,0,5,212,0,0.05,0.92,0,0.12,0.8,0,0.1,0.84,0,0.02,0.96,0,249,2249,651,46248,0,0,0.09,0.79,0.01,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58402
2,4,H,7579,41071,8112,0.13,0.72,0.14,3538,48430,1066,3728,0.06,0.85,0.02,0.07,1826,511,54425,0.03,0.01,0.96,4528,43013,9221,0.08,0.76,0.16,56762,0,0,0,1,0,0,0,48917,995,6850,0.86,0.02,0.12,48083,1889,6790,0.85,0.03,0.12,1478,2921,5888,36723,0.33,0.65,0.14,0.85,3538,48430,1066,0,0,0,0,0,0,0,0,0,0.06,0.85,0.02,0,0,0,0,0,0,0,0,0,963,2377,6291,37185,93,961,0.27,0.67,0.13,0.77,0.09,0.9,40,7,40,7,40,7,0.01,0,0,0,0.04,0.01,56762
2,4,M,3174,43106,5703,0.06,0.83,0.11,3359,45090,1607,1927,0.06,0.87,0.03,0.04,2099,483,49401,0.04,0.01,0.95,11478,33957,6548,0.22,0.65,0.13,43995,6100,1425,463,0.85,0.12,0.03,0.01,46574,942,4467,0.9,0.02,0.09,45581,1944,4458,0.88,0.04,0.09,1145,10094,1935,31693,0.1,0.88,0.06,0.93,2601,38221,1502,453,5416,93,198,1155,8,107,298,4,0.06,0.87,0.03,0.07,0.89,0.02,0.14,0.81,0.01,0.23,0.64,0.01,474,2706,2482,38197,115,1482,0.14,0.81,0.06,0.85,0.07,0.92,86,12,86,12,86,12,0.03,0,0,0,0.05,0.01,51983
2,5,H,15730,24483,5899,0.34,0.53,0.13,4109,33953,3006,5044,0.09,0.74,0.07,0.11,1473,385,44254,0.03,0.01,0.96,14203,25918,5991,0.31,0.56,0.13,46112,0,0,0,1,0,0,0,39953,1125,5034,0.87,0.02,0.11,39082,2004,5026,0.85,0.04,0.11,6860,7071,8663,16998,0.48,0.5,0.33,0.66,4109,33953,3006,0,0,0,0,0,0,0,0,0,0.09,0.74,0.07,0,0,0,0,0,0,0,0,0,1503,2464,13004,19385,824,2163,0.37,0.6,0.38,0.57,0.27,0.72,123,23,123,23,123,23,0.03,0.01,0,0,0.04,0.01,46112
2,5,M,6911,31963,2255,0.17,0.78,0.05,4024,30738,4237,2130,0.1,0.75,0.1,0.05,1978,449,38702,0.05,0.01,0.94,21378,17262,2489,0.52,0.42,0.06,20850,9584,6672,4023,0.51,0.23,0.16,0.1,38609,1052,1468,0.94,0.03,0.04,37261,2402,1466,0.91,0.06,0.04,3259,17804,3531,13559,0.15,0.83,0.2,0.79,2042,14183,3129,643,7893,887,636,5654,181,703,3008,40,0.1,0.68,0.15,0.07,0.82,0.09,0.1,0.85,0.03,0.17,0.75,0.01,655,3232,5078,24676,1023,3179,0.16,0.8,0.17,0.8,0.24,0.75,262,35,262,35,262,35,0.07,0.01,0.01,0,0.06,0.01,41129
2,6,H,16447,16279,2207,0.47,0.47,0.06,4247,25501,2980,2205,0.12,0.73,0.09,0.06,1435,441,33057,0.04,0.01,0.95,19412,13406,2115,0.56,0.38,0.06,34933,0,0,0,1,0,0,0,32566,871,1496,0.93,0.02,0.04,31300,2130,1503,0.9,0.06,0.04,10492,8636,5793,7460,0.54,0.44,0.43,0.56,4247,25501,2980,0,0,0,0,0,0,0,0,0,0.12,0.73,0.09,0,0,0,0,0,0,0,0,0,1779,2351,12692,12237,1602,1336,0.42,0.55,0.5,0.48,0.54,0.45,143,42,143,42,143,42,0.03,0.01,0.01,0,0.05,0.01,34933
2,6,M,7542,25550,1568,0.22,0.74,0.05,4455,24047,4220,1938,0.13,0.69,0.12,0.06,1797,452,32411,0.05,0.01,0.94,22384,10515,1761,0.65,0.3,0.05,11750,6153,7056,9701,0.34,0.18,0.2,0.28,32782,928,950,0.95,0.03,0.03,31349,2365,946,0.9,0.07,0.03,4377,17719,3038,7353,0.2,0.79,0.29,0.7,1669,7009,1936,437,4319,1309,618,5538,721,1731,7181,254,0.14,0.6,0.16,0.07,0.7,0.21,0.09,0.78,0.1,0.18,0.74,0.03,737,3590,4784,18829,1826,2357,0.17,0.81,0.2,0.78,0.43,0.56,267,47,267,47,267,47,0.06,0.01,0.01,0,0.06,0.01,34660
2,7,H,15088,13138,1822,0.5,0.44,0.06,4685,20800,2559,2004,0.16,0.69,0.09,0.07,1320,420,28308,0.04,0.01,0.94,20435,7908,1705,0.68,0.26,0.06,30048,0,0,0,1,0,0,0,28132,655,1261,0.94,0.02,0.04,26897,1873,1278,0.9,0.06,0.04,11331,8805,3633,4199,0.55,0.43,0.46,0.53,4685,20800,2559,0,0,0,0,0,0,0,0,0,0.16,0.69,0.09,0,0,0,0,0,0,0,0,0,2053,2547,10984,9379,1644,886,0.44,0.54,0.53,0.45,0.64,0.35,136,37,136,37,136,37,0.03,0.01,0.01,0,0.05,0.01,30048
2,7,M,7369,21955,1370,0.24,0.72,0.04,5516,19752,3583,1843,0.18,0.64,0.12,0.06,1773,415,28506,0.06,0.01,0.93,21499,7772,1423,0.7,0.25,0.05,8087,3451,5603,13553,0.26,0.11,0.18,0.44,29262,625,807,0.95,0.02,0.03,28026,1866,802,0.91,0.06,0.03,4761,16452,2539,5130,0.22,0.77,0.33,0.66,1823,4277,1029,341,2029,1011,537,3997,960,2815,9449,583,0.23,0.53,0.13,0.1,0.59,0.29,0.1,0.71,0.17,0.21,0.7,0.04,989,4402,4341,15049,1871,1690,0.18,0.8,0.22,0.76,0.52,0.47,242,47,242,47,242,47,0.04,0.01,0.01,0,0.07,0.01,30694
2,8,H,13416,11037,1486,0.52,0.43,0.06,4764,17297,2168,1710,0.18,0.67,0.08,0.07,1324,362,24253,0.05,0.01,0.94,18851,5766,1322,0.73,0.22,0.05,25939,0,0,0,1,0,0,0,24371,515,1053,0.94,0.02,0.04,23328,1557,1054,0.9,0.06,0.04,10626,7960,2717,2985,0.56,0.42,0.47,0.52,4764,17297,2168,0,0,0,0,0,0,0,0,0,0.18,0.67,0.08,0,0,0,0,0,0,0,0,0,2099,2573,9452,7534,1505,635,0.44,0.54,0.55,0.44,0.69,0.29,147,24,147,24,147,24,0.03,0.01,0.01,0,0.07,0.01,25939
2,8,M,6642,18514,1191,0.25,0.7,0.05,5773,16052,2779,1743,0.22,0.61,0.11,0.07,1736,416,24195,0.07,0.02,0.92,19070,6023,1254,0.72,0.23,0.05,5913,2133,4123,14178,0.22,0.08,0.16,0.54,25127,454,766,0.95,0.02,0.03,24165,1401,781,0.92,0.05,0.03,4493,14348,2065,3884,0.24,0.75,0.34,0.64,1612,2877,537,292,1238,571,454,2708,875,3415,9229,796,0.27,0.49,0.09,0.14,0.58,0.27,0.11,0.66,0.21,0.24,0.65,0.06,1043,4617,3809,12002,1610,1150,0.18,0.8,0.24,0.75,0.58,0.41,214,34,214,34,214,34,0.04,0.01,0.01,0,0.08,0.01,26347
2,9,H,11701,9661,1298,0.52,0.43,0.06,4754,14747,1544,1615,0.21,0.65,0.07,0.07,1278,356,21026,0.06,0.02,0.93,16857,4635,1168,0.74,0.2,0.05,22660,0,0,0,1,0,0,0,21403,360,897,0.94,0.02,0.04,20663,1100,897,0.91,0.05,0.04,9376,7252,2230,2338,0.56,0.43,0.48,0.5,4754,14747,1544,0,0,0,0,0,0,0,0,0,0.21,0.65,0.07,0,0,0,0,0,0,0,0,0,2133,2522,8059,6438,1105,417,0.45,0.53,0.55,0.44,0.72,0.27,112,30,112,30,112,30,0.02,0.01,0.01,0,0.07,0.02,22660
2,9,M,5515,15720,1002,0.25,0.71,0.05,6066,12598,1900,1673,0.27,0.57,0.09,0.08,1643,424,20170,0.07,0.02,0.91,16179,5019,1039,0.73,0.23,0.05,4703,1363,2652,13519,0.21,0.06,0.12,0.61,21215,334,688,0.95,0.02,0.03,20611,965,661,0.93,0.04,0.03,3722,12255,1712,3244,0.23,0.76,0.34,0.65,1567,2024,338,283,752,298,440,1606,548,3776,8216,716,0.33,0.43,0.07,0.21,0.55,0.22,0.17,0.61,0.21,0.28,0.61,0.05,1040,4928,3098,9307,1198,685,0.17,0.81,0.25,0.74,0.63,0.36,195,23,195,23,195,23,0.03,0,0.02,0,0.1,0.01,22237
2,10,H,9954,8141,1129,0.52,0.42,0.06,4357,12230,1206,1431,0.23,0.64,0.06,0.07,1195,350,17679,0.06,0.02,0.92,14428,3752,1044,0.75,0.2,0.05,19224,0,0,0,1,0,0,0,18096,277,851,0.94,0.01,0.04,17543,871,810,0.91,0.05,0.04,8084,6164,1780,1921,0.56,0.43,0.47,0.51,4357,12230,1206,0,0,0,0,0,0,0,0,0,0.23,0.64,0.06,0,0,0,0,0,0,0,0,0,1953,2319,6773,5259,913,285,0.45,0.53,0.55,0.43,0.76,0.24,91,23,91,23,91,23,0.02,0.01,0.01,0,0.08,0.02,19224
